uuid	value1	value2	value3
f523d95a-529b-456a-bbf9-a933dd8f0885	-0.07486210 	0.03066440 	-0.02975207
4b101380-62b5-4edf-82d0-f79a9ed78b4c	0.00490196 	-0.00813008 	0.00819672
d599daa1-1755-4234-8533-65fa26e473cb	0.00676819 	0.02352941 	-0.02298851
e4621b2c-8726-4919-92bc-c37c541756b1	-0.01666667 	-0.01966102 	0.02005533
0c3ff4eb-c4de-4d59-b612-1eed423f6b52	-0.01041311 	-0.00120752 	0.00120898
f9a3e582-dcf1-4cf1-bb04-a5c9dce6417e	0.04173913 	0.02921536 	-0.02838605
36c52d8a-6b58-4b25-a647-b7d745e736fb	-0.00800000 	0.00476540 	-0.00474279
98edb4aa-8e6f-4104-a928-52b46457de90	-0.00081301 	0.00406835 	-0.00405186
52a4189a-14c3-47ff-9c36-9e4aba9af558	-0.01976285 	0.00806452 	-0.00800000
113993fc-c908-4b64-824e-8b622d5c89aa	0.02451395 	-0.02186469 	0.02235344
0041aa64-1c86-4ded-975a-cec9072423b2	0.00912548 	0.00226074 	-0.00225564
3cc68d68-1ac0-40b1-9b0a-5e5f1331b2f1	-0.03086420 	0.00159236 	-0.00158983
5eaf03db-1cba-4054-b1dc-52dbce1888c4	-0.02900188 	-0.02327386 	0.02382844
73edda53-ce58-401c-a136-f6b74d2804f8	-0.02258064 	0.00220022 	-0.00219539
748f558d-716b-4afa-a37e-14dc63235f99	0.09515260 	-0.15409836 	0.18217054
8ef5e54e-3f93-44be-8960-86f702b94875	0.00897471 	-0.00619946 	0.00623813
b5becb8e-c60a-47a0-9b6c-7f880063d041	-0.00081301 	-0.00732303 	0.00737705
039e8711-6918-44fc-8acd-b3452c5fed8c	-0.01593773 	0.00338983 	-0.00337838
44c68542-cb2e-49b4-aa52-cd81c90fa900	-0.00187899 	0.02033133 	-0.01992620
27ce699a-396d-4090-9c44-6aade06f6c56	0.01115242 	0.00147059 	-0.00146843
b3db215b-0ba3-4930-adfb-3e77869be003	0.08545557 	-0.00521376 	0.00524109
d800b08e-7cd9-4aa6-9c60-ac7eb42c1ce8	0.00338983 	0.01051051 	-0.01040119
5c206af4-3423-4e83-b8f9-a80e3494980a	0.02397004 	-0.01975128 	0.02014925
6d843db9-9083-4c3d-afff-71042e777ff5	-0.01349528 	-0.00752394 	0.00758098
a11db359-03ba-4c50-b579-1dc2cd7ce4ed	-0.00769231 	0.06201550 	-0.05839416
2b9cc948-7a07-4883-b77c-0866a800bfe2	-0.06145251 	-0.00873016 	0.00880705
8fce91b8-0f85-4f33-a112-de6a88fb6a39	-0.02786033 	-0.06113871 	0.06512007
b1d87feb-1a01-444f-afb1-4b9764c4874c	0.05564648 	-0.04625323 	0.04849634
417a372a-6d79-49c8-9d8a-ef6dca189aab	0.09620991 	0.00531915 	-0.00529101
0dfbf4e7-67d2-4175-87e8-1c383f3698b4	0.03897436 	0.12487660 	-0.11101360
7f2a550e-8e57-4a55-901b-16abab69ec0e	-0.00031230 	0.01374570 	-0.01355932
c4bb25a1-13b3-4ce7-98f0-efc9837c4d00	0.00303030 	0.00075529 	-0.00075472
afe79925-c0c2-43f1-8c48-7f57a8e62021	-0.01689861 	0.02679474 	-0.02609552
d2c1a988-8fac-4d4a-833b-6391fe7cd26e	-0.02385321 	-0.02593985 	0.02663064
472847ec-56f2-47b4-9b83-3c6d292d3411	-0.00473373 	0.00178359 	-0.00178042
19fbda4d-0fa9-49eb-9945-5a6778dd371d	0.01452550 	-0.02068088 	0.02111761
504edfb2-4ad4-43c7-a9c1-121f14ed5aba	-0.02030075 	0.00690714 	-0.00685976
d9f89629-4a82-43da-a1c6-f90214ca6dde	0.03076923 	0.03112099 	-0.03018171
be2a0d81-d336-4932-999d-dd07f6170ff5	-0.03805497 	-0.06227106 	0.06640625
ff2278bc-88db-491e-b05d-7e2d32c6108e	-0.00150659 	-0.00792154 	0.00798479
12bc2e88-fd1a-423d-96d2-9b8c7e2e3333	0.01728277 	-0.08447381 	0.09226804
1c7e6e0c-9ca4-4a84-b6ab-c573c28d4b5d	-0.14179104 	0.01884058 	-0.01849218
7b07aa8a-7229-47ce-9c94-d74a1fd5ddc1	-0.00319285 	-0.01665599 	0.01693811
ff72fac2-2722-4dea-969b-e85ac1a51377	0.02370690 	0.00421053 	-0.00419287
429c9f23-da89-4fd3-b45a-0ad7df7ce39c	0.00225225 	0.01947566 	-0.01910360
27ccf73d-658c-452a-9c44-abb76c355fc9	0.00886162 	-0.01486487 	0.01508916
a9ec6df9-4bd7-4c7e-a613-fe0e0b799c12	-0.09798832 	0.05035971 	-0.04794521
424f0c0e-b7ed-4a23-9a2e-f6743e9affee	-0.01416765 	0.00359282 	-0.00357995
856cf1d0-1cf3-463c-ac89-fc9a2c5bbd09	0.19227468 	0.10007199 	-0.09096859
6e1978f1-ed82-45db-b1a4-500c0949a8b5	-0.01698514 	0.01223902 	-0.01209104
08091f85-bc9a-4cf5-ad2e-ae46c7ea3354	-0.02624113 	0.00218500 	-0.00218023
61ebc3b4-df1d-450a-bf3b-e7070d7f6e4e	-0.02961433 	0.00283889 	-0.00283086
7e9d82cc-8d80-444e-8793-ae9b699e22b3	0.00218500 	-0.01090116 	0.01102131
f28406d1-025b-4007-9b68-7d06ab4765cd	-0.01114983 	-0.03805497 	0.03956044
6f071134-aa65-4dd6-a83f-58b07a5e5996	0.00547945 	-0.01634877 	0.01662050
6c71599e-ff70-4c50-8e20-80038d0e754d	-0.02338767 	0.04426705 	-0.04239055
55174b17-c533-4f9f-8e17-d79e5f71595c	0.03078024 	0.00555556 	-0.00552486
5485f628-0529-4c5d-963e-95484ff26220	-0.03935957 	-0.01944444 	0.01983003
05e5a917-063c-4044-8a75-f532b5f4353f	-0.02000000 	-0.05565863 	0.05893910
68259464-c347-4045-8bdf-41ea142045a2	0.01660900 	0.00136147 	-0.00135962
30b5729f-e971-47e7-9db4-34bcec18e0dc	0.01013715 	-0.05844156 	0.06206897
167c8f39-1bed-4a48-a7b5-83f96cbd94d7	0.02752294 	-0.00250000 	0.00250627
2a55a779-848f-4461-aca7-ff5e08d3fcff	0.01472651 	0.01520387 	-0.01497617
9e3ddd7e-6207-4b11-bec7-dd6c58e1a545	0.05459337 	0.03534452 	-0.03413793
de488344-6ae9-4687-a616-4c5e1af950ea	0.01754386 	-0.00551724 	0.00554785
1acf7a2f-8fcc-4cf0-8cfa-e44c0f5e8ff2	0.05629630 	-0.00280505 	0.00281294
fe548a40-ffb0-4842-84a2-54c4dd2d65ce	0.05704225 	0.00599600 	-0.00596026
94c8dc88-e1e8-491c-8233-a03aa9748182	0.00516351 	-0.00799087 	0.00805524
8313eb76-e1a5-4eed-887e-8b84d111c5c7	-0.03278688 	0.03728814 	-0.03594771
cceaa425-2bf3-4598-87d2-36a5ddfcfc6e	0.00397088 	-0.00725115 	0.00730412
7b7b399b-7da1-49f5-917d-bb2ca1c24f1f	-0.00206327 	-0.00620262 	0.00624133
88bb5b6c-ea50-4113-b206-eca3942a2474	-0.01034483 	-0.00139373 	0.00139567
dd9262de-39f2-4506-8dd0-6dcb0164cb64	-0.00764951 	-0.03153469 	0.03256151
8ae4d0ec-e4fe-4df2-99fa-ce5b7ec6ff0c	0.01760563 	0.05190311 	-0.04934211
55c584a5-24f1-4816-b1dd-c31ff2efa376	0.00957243 	-0.00252844 	0.00253485
67e66f40-8f7c-458b-a7ef-7832ef4ff027	0.31941924 	0.09972490 	-0.09068168
aa30420b-fc76-4ed1-b8cd-0f1143d76c26	-0.01233766 	0.01589791 	-0.01564912
04800c21-9df9-4973-a2f8-4763ed2ff496	0.07456140 	-0.02857143 	0.02941176
58d1cb5c-34ba-4e3d-a423-f68d7f4a8d95	0.00981767 	0.00833333 	-0.00826446
73c307ce-85e0-4d0e-b4b6-d882ab0320dd	-0.00261780 	0.02952756 	-0.02868069
9063ec4d-c96c-4e2a-b9cb-3b0173e3703b	-0.00484429 	-0.00173853 	0.00174155
6538aa7c-013f-48c7-948d-2ca52975ac2c	-0.02735562 	0.02062500 	-0.02020821
5b9bcf63-2ac3-4c34-ad57-a1ee13e93222	0.04617605 	-0.00758621 	0.00764420
c6f3b4cd-87bb-470c-98d4-2357b1227c16	0.13148789 	0.02446483 	-0.02388060
975fdc61-8c87-4d2a-88cc-854466094a7b	-0.02635046 	-0.00541272 	0.00544218
437f2c00-15f7-425b-81ad-a5f60a7fa152	-0.00341297 	0.00821918 	-0.00815217
5fe5d7dd-14b1-4343-aaf3-dc3393407804	0.04928571 	-0.01633764 	0.01660900
0545fdb3-32dc-4cd3-99d8-fac9bf78a8a3	-0.00273785 	0.00068634 	-0.00068587
a9187363-2601-43e5-8c2e-b39da56acad0	-0.01973684 	-0.01006711 	0.01016949
11230a6f-1e1c-4d56-8a06-c7ecebfc1635	0.00798403 	-0.04224422 	0.04410751
4d96ef84-de98-4c60-b6c2-65f197de4b3a	-0.01346154 	0.01559454 	-0.01535509
d2a3fb91-4d9f-4d70-84d2-fd295a4c1943	-0.00062461 	0.01250000 	-0.01234568
ef1a403e-6f43-4b11-995d-22279befac31	0.02720284 	-0.00230282 	0.00230814
d006dfaf-79a4-4118-8bba-3609f0e0603f	-0.00667037 	-0.00559597 	0.00562746
bebc223d-9cea-4cc8-9eee-10a8624fd388	0.00315856 	0.01385390 	-0.01366460
927ec56b-5f50-4f81-9ebf-9bbdfa89f296	0.02519894 	0.06791721 	-0.06359782
d43f79f9-7ab5-4f6f-9ea2-0bc7dc7f7114	0.00498132 	-0.00805452 	0.00811992
6d8db44c-a3c6-4684-939d-f5ae0f7780e6	-0.00134409 	0.02759085 	-0.02685003
e0641329-e3b7-452f-8fea-855f3995b839	-0.00843882 	-0.02735562 	0.02812500
31fea18a-5177-4917-8cf4-bcbeff92ac7b	-0.00511836 	0.00964630 	-0.00955414
67f2526a-f284-4b5d-96a3-cd90dae98411	0.05190311 	-0.01973684 	0.02013423
4e6fc05d-00a3-406b-ae28-ad8f5b6a24aa	0.03740815 	-0.00901481 	0.00909682
dd643dce-f1ec-49fe-9177-15d2c9642549	-0.01460565 	-0.00197628 	0.00198020
080ac1db-fbfd-4e2c-9d56-ab4d7967d1c1	-0.02703552 	-0.06042003 	0.06430536
8af44347-b354-4050-b3e6-9a24f1bcb14b	-0.00632911 	0.01401274 	-0.01381910
e034b76e-7183-462f-afcd-9281c623d747	0.01301236 	-0.00770713 	0.00776699
254fb8a1-b76f-431b-948f-332dd06fd2e2	0.04360136 	0.01627781 	-0.01601708
60d28748-cc91-481b-aaed-78d517ebafd5	-0.00812500 	0.06805293 	-0.06371681
76445900-1c96-4b87-86fd-3fef1aa3bbf6	0.00452196 	0.02893891 	-0.02812500
79f0b34b-4702-4800-8395-8b615b13f2a2	0.01401274 	0.01758794 	-0.01728395
2152a9ad-bbf1-4e35-8801-9d7b97bc9ad3	0.07131436 	0.02985075 	-0.02898551
be2b8b85-9ec8-4268-a76e-fad740711ca5	0.00914077 	0.00362319 	-0.00361011
e4e9b86b-d8be-42bb-bc2c-679f0215c975	-0.02562574 	0.01896024 	-0.01860744
f57b4f53-5e1c-4233-8c09-7afcd25ae96a	-0.01945153 	0.00195122 	-0.00194742
bdd6b3e0-ce1d-44d3-9e41-79439c218a61	0.01440768 	-0.02156760 	0.02204301
c508e303-4e55-4d9a-b318-9d32a2a13072	-0.00851305 	0.04808243 	-0.04587657
461ef9f2-32b2-4ec4-8289-07224fb7c15b	0.31893688 	0.10012594 	-0.09101317
4d9db202-b107-4a65-a886-ce368482a953	0.03626943 	-0.02911765 	0.02999091
75898485-d84c-4c1b-ac27-e36d4b4240e3	-0.02450142 	-0.00175234 	0.00175541
ffd0af30-4bfe-42fd-8e84-9db5c862201e	0.10000000 	-0.00128041 	0.00128205
936346ab-622a-4492-9446-7491d5266c4e	-0.06420000 	0.00448814 	-0.00446809
57b6f617-60e5-4d6b-bd67-414fb621f089	-0.09549839 	0.02275151 	-0.02224539
813d9d17-289c-46f5-a623-e8c5d12f56d3	-0.01122995 	-0.01027582 	0.01038251
ca108be6-9f2d-4b43-90c6-3c64f5792ac6	0.06492786 	-0.01667535 	0.01695813
53307dbb-9ff8-4d93-8041-6d15f1cd0528	-0.00235710 	-0.00945068 	0.00954085
00da6ebe-926f-4d69-a05e-0ecb9025429c	0.00254939 	0.01398601 	-0.01379310
4edf4864-8598-4e1b-89a4-d27e10984aa8	0.04288378 	-0.02562574 	0.02629969
38446d0f-1bbe-4cc7-801d-1e08e7863e6b	-0.01239669 	-0.03347280 	0.03463203
12abd206-61dc-4ef9-b8e5-2bf67a3c84ad	-0.01586333 	0.02975821 	-0.02889825
55c3f91b-797c-4c0a-8a63-1c58bfb67704	0.01288660 	0.02849873 	-0.02770905
b2e3429f-9258-40c8-ac88-2f3dbc6c7314	-0.01774786 	-0.01059190 	0.01070529
7623f4f6-b114-4127-a18d-384cf6bb2aec	-0.00193798 	-0.03339806 	0.03455203
2c217fd8-c3e6-4fa5-a3fe-c58a2e339943	-0.00029718 	0.00178359 	-0.00178042
658f18e4-ea9a-4272-82b9-2c0c587c03cc	-0.02066356 	-0.00029718 	0.00029727
3da79526-5164-4801-b3d9-a31f0eb9967e	0.03387804 	0.01291442 	-0.01274976
98ce76f0-57e3-4f99-842e-fdc7bd48fa71	0.00920245 	-0.02735562 	0.02812500
6de990e7-05f3-4344-bf41-ea7acbc7e70f	-0.01134430 	-0.00688468 	0.00693241
d46f5aee-fe48-4225-8e4f-ca2ae38ccf5a	-0.02091633 	-0.03204476 	0.03310562
841cb070-4868-47cb-8053-1343a1bea72b	0.00369004 	0.00073529 	-0.00073475
d79ceb2f-340d-4c50-b41f-0cd9b449127e	-0.00308642 	0.01857585 	-0.01823708
3128726c-bd9e-41aa-90cd-c05dc156e02f	0.01331361 	-0.03771290 	0.03919090
bea2b974-ee48-4f5c-9627-5a58d6123923	0.02200489 	-0.00299043 	0.00299940
f86724bb-2ff9-4825-9e54-69a62239435a	0.00805952 	0.00246002 	-0.00245399
a6df09dd-8d3b-4924-9537-a8b201fa60ac	-0.05491329 	-0.00305810 	0.00306748
b84cc374-695f-4b83-b734-ff81cfa90ad8	0.00057670 	0.02017291 	-0.01977401
2b45c8e1-3ec7-425f-a665-0baa2b56480a	-0.00473373 	-0.00475624 	0.00477897
2a39cc7e-a5a2-4b66-9efb-40d4430b82dc	-0.02577320 	0.04320988 	-0.04142012
0cd174bd-e4b8-4185-9f83-5e6b5a50aafe	-0.00024691 	0.02741418 	-0.02668269
c2d1956b-8db0-4492-a54f-f5552712a64b	0.00059737 	-0.00417910 	0.00419664
89a2e42f-627c-4eb0-9193-6542f3b3570c	0.01613867 	-0.01000000 	0.01010101
d9fa8094-14ec-49f4-9652-8680e85ca7ee	-0.02366164 	-0.00151469 	0.00151699
16379e6b-9845-489e-abd3-2463f2a61dad	-0.06183746 	0.03578154 	-0.03454545
1d2d237c-54b6-49de-8bc9-9c09ca39a431	0.00721421 	0.04738292 	-0.04523935
46427ba7-62de-42f2-99ad-71facd7f0315	0.00318471 	-0.00158730 	0.00158983
9cdac07c-d4ce-4a2e-8c25-24f61ceb66cf	0.00789474 	0.02924282 	-0.02841197
28616afc-cef9-48b4-b2f7-dc3a6ccd60e0	-0.00059666 	-0.00059701 	0.00059737
efd4f1ae-17d9-4824-973a-b25264bda93e	-0.04971219 	-0.00881057 	0.00888889
b7e63700-919a-4889-9def-9abd19414505	-0.00236967 	0.00534442 	-0.00531601
5443be1a-a08d-4dfd-8937-6cb163a5ab67	0.00958084 	0.00889680 	-0.00881834
8f2d0773-f50d-4b9a-a5d2-249704db1185	0.00983227 	0.04810997 	-0.04590164
5a95bc6e-0e4e-4459-9898-e9438452ee88	0.06209150 	-0.00358974 	0.00360268
a9726162-6d08-4a21-a70f-fe8c241a9926	0.03389831 	-0.00292740 	0.00293600
7a64280a-a718-4e22-8e38-3ed45cd087b8	0.00462695 	-0.03569372 	0.03701492
19d8c293-5816-40f7-9ece-88a9cf2af607	-0.00171135 	-0.00514286 	0.00516944
9b270ee4-f53a-410c-ad10-cb93a478802f	0.02514620 	-0.00171135 	0.00171429
bab161cc-d833-4310-9a84-54e7d180a467	-0.04112115 	-0.04846154 	0.05092967
033ecd89-0396-4905-a08b-98b2f906d7c4	0.00869565 	-0.01400862 	0.01420765
cae13c00-57e5-4b7e-88e0-c0a04c5f82d3	-0.15333333 	-0.10011249 	0.11125000
4eceabbf-6698-4ee1-b693-e2cd128572ca	0.00217234 	0.02528902 	-0.02466526
c8701ea5-7c0b-4455-9c48-9efbe6926890	0.00393038 	0.00167785 	-0.00167504
7c97fddc-7143-4e38-9b45-12549eb2094a	0.00392597 	0.00055866 	-0.00055835
9e2181a6-bb5c-434b-b514-82ff6b306a9c	-0.01992032 	-0.01544715 	0.01568951
9175e6b7-3072-4a93-a7a8-483e4844e1fb	-0.00391598 	-0.08148678 	0.08871595
f0ed9d68-c5fe-4625-9464-458753ee775c	-0.00162426 	-0.01789588 	0.01822198
256b130c-be99-43c5-ab64-68b275047679	0.02647059 	-0.01661891 	0.01689977
a8f56afd-f021-4d0d-8867-9c1ff8bcb460	0.02659574 	-0.00518135 	0.00520833
b69f0852-72b7-4cb8-99db-18cfce56154e	0.02379570 	0.01473923 	-0.01452514
86555225-cce6-4f94-8d67-d8866ea5f161	0.01902174 	0.01013333 	-0.01003168
37c22136-a5f0-40e8-b52d-934eb7c58d52	-0.00112994 	-0.01357466 	0.01376147
c107e0e8-67f7-4a02-84d2-3593e63edd59	-0.01161504 	0.01846670 	-0.01813187
1b725ac6-7a7f-4fb8-9313-64ef4b8b67f9	-0.01761252 	-0.01992032 	0.02032520
f130ec41-7c37-4f92-90c9-47f37d6294c1	-0.03116883 	0.00160858 	-0.00160600
c3d7fb45-d0dd-4a5c-9170-2d3cde05766d	-0.01160862 	-0.01398210 	0.01418037
8a74388f-00c0-4650-ac84-4bfaa5da4e21	0.00053333 	-0.00533049 	0.00535906
f9e91a10-298c-4736-9762-50a6d2f17b62	-0.01873418 	-0.05005160 	0.05268876
0d9fe66f-c2e3-459b-ba0e-df9e6936292f	0.04899135 	0.01648352 	-0.01621622
e14c1ef6-f388-4302-9067-7e37b2970a61	-0.03457566 	-0.01232558 	0.01247940
d05a0090-8a29-4ec1-be73-69963c656cd5	-0.01054296 	-0.00479488 	0.00481799
31df6ee4-afc8-4cce-a5a5-ecabeb52c010	0.02661382 	0.00772201 	-0.00766284
09c8500b-bc56-4539-9c5c-e9b51a8f412a	0.10005992 	0.10021786 	-0.09108911
1b439788-8a85-41b8-8717-f8492186dea4	0.10004990 	0.10002268 	-0.09092784
755bd1c0-12a5-4ef9-a90f-4c58c2868558	-0.03719225 	-0.01360174 	0.01378930
3b706457-d227-4051-957c-fc47f541bf85	-0.00345454 	-0.00821018 	0.00827815
3abf5b71-bb97-4053-b981-19ba0b89d8e4	0.00026116 	-0.01488251 	0.01510734
99a87575-507f-4216-beeb-fdf2dc021168	0.02989856 	0.00570244 	-0.00567010
dc53bb16-987f-4707-9e85-9f9d164fef19	0.16604010 	0.06448146 	-0.06057547
5fa3f4cc-e76a-4aa5-a5a5-e5dd51c1d16a	0.01075269 	-0.00248227 	0.00248845
604858c7-c602-4613-b8bc-57efdd62555d	-0.00386364 	-0.01323295 	0.01341040
ec69dd32-8578-4993-9cb8-6a2a105d06a5	0.08823529 	-0.03621622 	0.03757712
7a876a9b-da25-450f-b256-6feae998bf45	-0.04756980 	0.01791531 	-0.01760000
1d94ca82-5050-417b-8cac-cf454f20007c	0.02914798 	0.01089325 	-0.01077586
1bedfec2-8ec4-421a-b874-59bec7ce162d	0.00916936 	0.01389631 	-0.01370585
4c6344fd-9733-4b2f-8433-1cb71584b42f	0.00619195 	-0.01230769 	0.01246106
ef903448-2dc5-4645-9afd-c382f7f5a8c3	0.01605839 	-0.00775862 	0.00781929
3ace5f73-48a8-4f02-8c2a-002592c3bc79	0.06353591 	-0.01298701 	0.01315789
0a6f4915-ddd2-4298-94c1-4533e2e2182d	-0.00354610 	0.03024911 	-0.02936097
530b3f04-af23-4264-8798-acba66c21004	-0.00654088 	0.00634233 	-0.00630236
a0975e30-d23c-4fe4-841a-a87f3707c34f	0.09645390 	-0.02199224 	0.02248677
060b665b-f793-44db-84f8-bb595c052d9a	0.00102197 	-0.00459418 	0.00461538
1a50c192-eb84-4084-bd6c-3a5d8265b39b	0.00904255 	-0.01212441 	0.01227321
8325f43f-ab21-43fe-a944-7c973ec4fb9e	-0.00853503 	-0.01066427 	0.01077922
c28ff630-e4d1-48be-b206-877f8958831c	0.00840336 	-0.00486111 	0.00488486
2eee45a6-1845-4da4-a38c-b5a366096c19	-0.00205444 	-0.00772002 	0.00778008
bdfa69e9-05a9-47c7-8a01-ca92ac83c470	-0.08330097 	-0.11035798 	0.12404762
9bc7bb46-d121-44aa-9771-87cfdd6b91ed	0.01305483 	-0.00618557 	0.00622407
6d2a10d2-3994-43dc-a449-d7e943cb4324	0.17764706 	0.08891109 	-0.08165138
f98e9a6d-ffcb-4694-a93f-5e115be676d4	-0.03936270 	-0.01918699 	0.01956233
827998e5-501d-49f9-bf14-270b2206d279	0.02100078 	0.00076181 	-0.00076123
19d75565-085e-4540-a87f-91629e40ae2b	-0.08964907 	0.06899903 	-0.06454545
1fe6c914-42b4-4cf1-91f1-66dee0adf3dd	-0.01415571 	-0.00256410 	0.00257069
ea8c763b-df67-428d-8de1-ab2608eb5f8f	-0.01074719 	0.02431454 	-0.02373737
84b9931d-dc46-46f3-9445-669f2bdc6856	0.03113834 	0.05346535 	-0.05075188
65dcb1ee-c85e-4812-b6a6-01d1fe898b52	0.04436860 	-0.01867414 	0.01902950
c217fdc0-a15a-49e2-8cf5-8333892b08c9	0.00561511 	-0.00253807 	0.00254453
4087e2f5-7b50-41c4-8d2d-42c8634c63fb	0.00978877 	0.06020408 	-0.05678537
e6b70ad9-5a4e-4b1b-9ae4-65b1e166be84	0.01694071 	-0.01861832 	0.01897154
b5a818ed-ab1d-4b03-b3c5-de1078b913cf	-0.02122641 	-0.04771084 	0.05010121
f74cfcb8-bd66-4d74-b012-1535898de5b7	0.00852558 	0.00696171 	-0.00691358
bf1245d7-dc22-40ad-b796-b7c6c53bc043	-0.00336538 	0.00241196 	-0.00240616
abed0ff6-6d9b-4fc6-94b7-f69fd1b9902e	-0.09990958 	0.01205424 	-0.01191067
771ce41b-6a41-46b2-ab0e-017803cbc8c2	0.02463054 	0.00240385 	-0.00239808
be30f891-4c42-4370-a370-66282219d2de	-0.00676983 	0.01363194 	-0.01344861
761db139-be37-48ee-a0b9-8fd49c79cb9a	0.00947158 	0.01975309 	-0.01937046
86bb063f-4589-407b-ac0d-d586334a2ba4	0.00886700 	-0.02392578 	0.02451226
3f6dbf8f-b330-4b10-977c-2289d708cc74	0.02902622 	0.01000910 	-0.00990991
3162a526-b87b-487b-865e-c7ad4086d8f5	0.01578947 	0.01130476 	-0.01117839
23cbb9ed-d9ef-4c53-baf9-efde39a068f0	-0.00888266 	0.06273585 	-0.05903240
93dac4f4-9378-4fc4-b04f-afc344c1bffd	-0.00487329 	0.00881489 	-0.00873786
50a7416b-0522-4d05-8f93-a8e7a12b2622	-0.05138037 	0.00549717 	-0.00546712
07c205b9-5fcf-4aac-918d-b3b9e5107d3f	0.06538558 	0.03068634 	-0.02977273
2101854c-2c07-4f94-8d74-ff30c4696c4a	-0.00428571 	-0.00860832 	0.00868307
48757f37-4d5b-456e-8561-176601d21323	0.21315789 	-0.11388286 	0.12851897
4f0005ba-31a9-4fb0-b5c2-271d209b1c8d	-0.00278622 	0.00609601 	-0.00605908
5a01bd08-566e-4288-be16-9561c5d07fe2	-0.06140351 	-0.07850467 	0.08519270
ac85eda8-7615-474e-b0d7-7e2ef31431dd	0.08751942 	-0.07857143 	0.08527132
322b6b7b-919e-49bd-8c25-d87d80e5c5ff	-0.01968366 	-0.00322696 	0.00323741
802d4875-c394-4501-81fd-143ad19dbebb	0.00478469 	-0.04571429 	0.04790419
18929bd3-dff9-45a2-8344-1004d789d0ff	-0.01574115 	0.01732563 	-0.01703057
bf90e6da-595f-44aa-8f07-7d2bc1f4a159	0.01429230 	0.00000000 	0.00000000
473fb4fc-cbc2-4eac-97da-40d369823b4a	-0.00039108 	0.00547731 	-0.00544747
829d52a1-87bb-4581-a2af-c0a2a6d8bcf8	-0.00293624 	0.01093816 	-0.01081981
0fab3377-4e18-4135-a9a9-5c3e2d357cf6	-0.00689655 	-0.01215278 	0.01230228
29d4e37d-4f77-4f96-a655-22833838681f	-0.01118568 	0.01131222 	-0.01118568
bd6b05a4-7e1a-482e-b246-2ebaaf7a5816	0.00730927 	-0.01405896 	0.01425943
f94b2807-39ca-4924-b34c-bc62688a870a	-0.03096774 	-0.00710164 	0.00715244
75310a1a-bb79-4f74-8f7e-26e24306f60c	0.05390071 	-0.01076716 	0.01088435
743ac4ff-60a2-4a5f-822e-2c05f6a93277	0.03036496 	0.03117030 	-0.03022808
42795e7b-0d30-47e3-bf82-250cdad8442f	-0.01202749 	0.01391304 	-0.01372213
f9ac7a91-56e8-4d35-b4ba-0e382ebc83c4	-0.02140673 	0.02678571 	-0.02608696
f8793ef0-8fe4-444f-a9dc-76366f087a97	0.00468541 	0.00266489 	-0.00265781
65108670-a3ce-4496-a398-7b1c168a11ce	-0.11106712 	0.10222717 	-0.09274601
9575e6d8-ba1a-4a25-8235-aeaef8ec4ade	-0.02551020 	0.03403141 	-0.03291139
442069de-a2c5-4349-bf6a-80974b60f3d1	-0.01602425 	0.01012324 	-0.01002179
b38ddb42-d520-4ba8-9a59-6773280aa638	0.02882483 	0.01939655 	-0.01902748
dca8ca33-003f-47ef-a368-3620e7a66715	0.02079867 	-0.04237979 	0.04425532
83396fe4-b3c2-4c69-bad5-a04c0508926a	0.00219298 	-0.00612691 	0.00616469
8268b04d-48aa-4b9e-8fba-1e3880358fd6	-0.06229508 	0.06075175 	-0.05727235
97ece4bc-9097-46c1-a855-1b3b63085573	0.00302637 	-0.00431034 	0.00432900
b075d870-2860-47f8-9eab-344a2a92e13c	0.00080096 	-0.01160464 	0.01174089
acecaf75-3182-4586-ba60-031cd42fb52e	-0.01694206 	0.11702128 	-0.10476190
7b03023f-977e-43fc-b5fe-5463f7a81e24	0.05945946 	-0.02551020 	0.02617801
2f4c7e94-8195-4e3a-8e84-37811ad327b0	-0.00240500 	-0.00072324 	0.00072376
69c83f42-f71f-483b-8aa2-dee47d21dee7	-0.01235154 	-0.00240500 	0.00241080
1bd91948-6144-4f01-87c0-7a94d18b895f	0.25931929 	0.07679108 	-0.07131474
df312d9f-8116-4b3b-8277-b5c1ff351ad5	-0.00371747 	0.05182421 	-0.04927079
4c93ce44-63f4-4230-9d08-ed16357faa6f	0.00924758 	0.01707622 	-0.01678952
9211067a-864e-42da-8ed5-ea48f827b3a9	-0.01345103 	-0.02854708 	0.02938596
2471f054-e34e-45db-a732-fe70fec98ad8	-0.02888087 	-0.00371747 	0.00373134
b92753da-a073-49d9-b41b-14f6c4f767f2	0.01640420 	0.00645578 	-0.00641437
38c70095-c011-47f5-9c16-0c3dda3cf85f	0.02805695 	0.01018330 	-0.01008064
106eb8e6-85c6-40ab-8b37-f08e5ee8a832	-0.06666667 	-0.01833977 	0.01868240
b21cdd24-6610-4313-aab7-a3fef65f8e38	0.02198731 	-0.03599504 	0.03733906
6fa09ae2-2b2c-48a0-aa2c-b9aff7967d71	0.06777379 	0.12862547 	-0.11396648
803ef94b-adb4-4d24-b78e-19aaa61c0eee	-0.01501976 	-0.00040128 	0.00040145
1e40ab01-8dc9-4d7f-af53-6dde26e23319	-0.02388951 	-0.00573614 	0.00576923
a7f90a02-d7eb-4a08-ba4e-0398cb0ee1ca	-0.01364764 	0.00041929 	-0.00041911
